text,label,source_product,source_sub_product,source_issue,source_sub_issue
"I traded in my XXXX XXXX XXXX to XXXX XXXX on XX/XX/XXXX, at which time the dealership took possession of the vehicle and agreed to pay off the existing loan based on a payoff amount verified by XXXX XXXX XXXX XXXX {$31000.00}. The dealership relied on this lender-provided payoff amount and submitted payment to satisfy the loan, and I relied on the dealership to complete the payoff as part of the transaction. The loan was ultimately paid in full through this process. However, XXXX reported my account as delinquent on or about XX/XX/XXXX, which is negatively impacting my credit. 

This reporting is inaccurate and materially misleading because any temporary balance or delay in payoff was the result of a payoff processing discrepancy or timing issue between the lender and the dealership, not a failure on my part to make payments. At the time the delinquency was reported, the account was in the process of being satisfied through a dealership-facilitated payoff based on a lender-verified amount. 

Both the dealership and I relied on the payoff amount provided by the lender, and the resulting delinquency does not accurately reflect my payment behavior. Despite the account ultimately being paid in full, my credit was negatively impacted by this erroneous reporting. I respectfully request that this delinquency be removed.",credit_reporting,Vehicle loan or lease,Lease,Incorrect information on your report,Account information incorrect
"I am filing this complaint against LVNV Funding LLC for failure to conduct a reasonable investigation and for continuing to furnish inaccurate and/or unverifiable information in violation of the Fair Credit Reporting Act ( FCRA ). 

I disputed the accuracy and validity of an account reported by LVNV Funding LLC through the consumer reporting agencies. This dispute triggered LVNVs duties under 15 U.S.C. 1681s-2 ( b ) to conduct a reasonable investigation, review all relevant information, and verify the accuracy of the reported data with competent documentation. 

LVNV Funding LLC responded by verifying the account ; however, no competent documentary evidence was ever provided to substantiate the alleged debt, ownership, or the accuracy of the information being reported. The account continues to be reported despite being disputed and without proper validation. 

Based on the response and continued reporting, it appears LVNV did not conduct a reasonable investigation as required by law. Instead, they relied on automated or superficial verification methods, which do not satisfy their obligations under the FCRA.

As a result, LVNV Funding LLC is in violation of : - 15 U.S.C. 1681s-2 ( b ) for failure to conduct a reasonable investigation after receiving notice of dispute - 15 U.S.C. 1681s-2 ( b ) ( 1 ) ( D ) for failure to correct or delete inaccurate or unverifiable information - 15 U.S.C. 1681s-2 ( b ) ( 1 ) ( E ) for continuing to furnish information that can not be verified Their actions have resulted in the continued reporting of inaccurate, incomplete, or unverifiable information on my
consumer report.

I am requesting that LVNV Funding LLC : 1. Provide competent documentary evidence supporting the alleged account, including ownership and full chain of title, or 2. Immediately delete the account from all consumer reporting agencies if such verification can not be produced This complaint is submitted to document LVNVs noncompliance and to seek correction of the inaccurate reporting.",credit_reporting,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report
"I am disputing an inaccurate XXXX late delinquency reported by Synchrony Bank XXXX XXXX XXXX account XXXX in XXXX. 
On XX/XX/year>, I proactively made a full payment of {$890.00} to clear the entire balance. At the time of payment, I was not even aware that a delinquency report was being prepared, which proves my intent as a responsible customer to fulfill my obligations regardless of credit reporting pressure. To further demonstrate my financial responsibility, I also paid off my other XXXX account ( XXXX XXXX # XXXX ) in full on the same day. 
The bank acknowledged the situation by voluntarily issuing a "" Refund of Late Fees '' on XX/XX/year>. Despite waiving the penalty and accepting the payment, the bank has reported a XXXX late mark. I attempted to resolve this with XXXX supervisors on XX/XX/XXXX, but they refused to provide a deletion letter despite the clear inconsistency between the fee refund and the negative reporting.",credit_reporting,Credit card,Store credit card,Incorrect information on your report,Account status incorrect
"Good morning, My name is : XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX I have disputed the account. Nothing has been done. It does not belong to me. 

Applications may be submitted in my name or my identity may have been used without my consent to fraudulently obtain goods or services. 


Names used in the past : XXXX XXXX XXXX XXXX XXXX",credit_reporting,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else
"You have reported inaccurate and unauthorized accounts on my credit report, which is a violation of the Fair Credit Reporting Act ( 15 U.S. Code 1681i ) requiring a proper reinvestigation of disputed items, and 1681e ( b ), which mandates maximum possible accuracy. These false entries are damaging and unjust, especially since Ive never opened or authorized these accounts. If you fail to investigate and correct this, I may pursue legal action under the FCRA and FDCPA ( 15 U.S. Code 1692e ) for deceptive and misleading reporting.",credit_reporting,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly
"I am filing this complaint regarding the inaccurate reporting of a credit card account by Bank of America. 

This account is currently being reported as a charge-off ( XX/XX/XXXX ) with an approximate balance of {$1200.00}. However, the reporting is inconsistent and does not accurately reflect the account history. 

During XXXX through XXXX  XXXX, I was actively making monthly payments ( generally between {$80.00} {$100.00} ) under a payment arrangement. These payments included electronic payments and scheduled transfers, demonstrating continued effort to resolve the balance. 

Despite this, the credit report reflects {$0.00} payments for several months and does not accurately reflect my actual payment activity. 

In addition, the account is reported with a payment history indicating never late, while simultaneously being classified as a charge-off. A charge-off typically follows a period of significant delinquency, which is not reflected in the reported payment history. 

There was only a brief timing issue with one scheduled payment, not a prolonged failure to pay or abandonment of the account.

This creates an inconsistency between the account status and the reported payment history.

I am requesting that Bank of America : Verify the full and accurate payment history for this account Correct any inaccurate or incomplete reporting Update or remove the charge-off status if it can not be properly verified as accurate and consistent I have supporting documentation showing my payment activity and request that it be reviewed as part of this investigation",credit_reporting,Credit card,General-purpose credit card or charge card,Incorrect information on your report,Account status incorrect
"The late payments and charge-off accounts being reported on my consumer credit reports are factually inaccurate, materially misleading, incomplete, and unverifiable. Despite their legal obligation, the furnishers have failed to provide competent, original, and legally admissible documentation proving that these alleged delinquencies are accurate and valid.",credit_reporting,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else
"My account was enrolled in autopay, and I did not authorize any cancellation of that autopay. Citi has stated the cancellation occurred on my end, but I did not make this change. 

As a result, payments that should have been made automatically were missed, and late payments were reported to the credit bureaus. I have since brought the account current. 

I requested that Citi provide documentation showing that I authorized the autopay cancellation, but this has not been provided. This appears to be a servicing error that resulted in inaccurate delinquency reporting.",credit_reporting,Credit card,General-purpose credit card or charge card,Incorrect information on your report,Account status incorrect
"This is a follow-up to CFPB Complaint No. XXXX ( against Equifax , filed XX/XX/XXXX ), which Equifax closed XXXX XX/XX/XXXX with "" non-monetary relief '' that did not address any of my substantive disputes. 

PRIOR COMPLAINT RECAP In Complaint No. XXXX I documented six specific issues with two XXXX XXXX XXXX XXXX ( XXXX ) tradelines on my Equifax file : 1. Active re-aging of XXXX chargeoffs ( Equifax showed "" most recent missed payment : 1 month ago '' on accounts charged off in late XXXX ). 
2. Corrupted payment history showing "" on time '' months on charged-off accounts with unpaid balances of {$6900.00} and {$2000.00}.

3. Cross-bureau inconsistency : same furnisher reporting XXXX  negative months to XXXX  , XXXX to XXXX, XXXX to XXXX. 
4. Credit Card DOFD ( XX/XX/XXXX ) is based on an internal collections transfer the furnisher 's own representative confirmed I did not initiate ; he confirmed I was already delinquent before XX/XX/XXXX. 
5. Line of Credit DOFD of XX/XX/XXXX postdates the chargeoff ( XXXX  shows the chargeoff/closed date as XX/XX/XXXX ). DOFD can not occur after chargeoff. 
6. Equifax never provided the method of verification I formally requested under FCRA 611 ( a ) ( 7 ) on XX/XX/XXXX. 

EQUIFAX 'S XX/XX/XXXX RESPONSE Equifax stated the following fields were "" updated '' on the XXXX tradelines : SCHEDULED PAYMENT, ADDITIONAL INFORMATION, ACCOUNT HISTORY, CHARGE OFF AMOUNT. They provided no explanation, did not delete the tradelines, did not correct the DOFD, did not address the re-aging, and did not provide the method of verification. 

WHAT THE NEW XX/XX/XXXX REPORT SHOWS I pulled a fresh Equifax report on XX/XX/XXXX ( the same day Equifax closed the prior complaint ). Side-by-side comparison to my XX/XX/XXXX report : - XXXX XXXX XXXX ( acct XXXX ) : still reporting as Charge-off, {$6900.00} balance, {$6900.00} past due, XXXX potentially negative months ( was XXXX -- decreased by XXXX because they removed one month from the grid ). 
- XXXX  Line of Credit ( acct XXXX ) : still reporting as Charge-off, {$2000.00} balance, {$2000.00} past due, XXXX potentially negative months ( was XXXX -- decreased by XXXX ). 
- "" Most recent missed payment '' indicator on the FICO 8 score factors page : 0 MONTHS AGO. This is WORSE than my XX/XX/XXXX report ( which said "" 1 month ago '' ). Equifax is now reporting that I missed a payment THIS MONTH on accounts that were charged off in XXXX. This is active, escalating re-aging. 
- "" On time '' months still appearing in the payment history grid for charged-off accounts ( XX/XX/XXXX- XX/XX/XXXX now showing as on time / blank, even though both accounts remain in charged-off status with full unpaid balances ). The corrupted pattern was not fixed -- it was extended. 
- FICO 8 score : XXXX ( unchanged ). 
- Cross-bureau inconsistency unchanged : Equifax XXXX vs XXXX  XXXX vs XXXX  XXXX negative months for the same account from the same furnisher. - DOFDs unchanged. - MOV under FCRA 611 ( a ) ( 7 ) still not provided. THE RE-AGING IS NOT JUST WRONG -- IT IS GETTING WORSE The single most damaging item on my Equifax file is the
FICO score factor stating my most recent missed payment was 0 months ago. This is the primary reason my Equifax FICO 8 ( XXXX ) is below my XXXX  and XXXX  scores. Each month Equifax updates this indicator forward, the chargeoff is treated as a fresh delinquency. Under FCRA 605 ( c ), the reporting period runs from the original DOFD and can not be reset by ongoing reporting. Equifax 's furnishing logic is treating ongoing chargeoff status as new delinquency every cycle.

PARALLEL ACTIONS TAKEN In addition to this complaint, I have : - Filed CFPB complaints against XXXX ( XXXX ), XXXX  ( XXXX ), and the furnisher XXXX ( XXXX ) on XX/XX/XXXX. 
- Sent Phase 5 "" Notice of Regulatory Action '' letters via certified mail to all three bureaus and three XXXX  addresses ( CEO, Collections, PO Box ) on XXXX XXXX XXXX -- all confirmed delivered or in delivery. 
- Sent ID verification documents to XXXX  ( delivered XX/XX/XXXX ; ID response delivered XX/XX/XXXX expected ).

- Filing a parallel complaint with the Utah Division of Consumer Protection regarding Equifax 's furnishing practices and XXXXXXXX XXXX furnishing inaccuracies.

- Preserving all evidence for FCRA 616 ( willful ) and 617 ( negligent ) civil action. 

This complaint is the second formal CFPB filing against Equifax on these accounts. The XX/XX/XXXX evidence demonstrates Equifax 's prior response was inadequate and that the underlying violations are continuing and worsening.",credit_reporting,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect
"To Whom It May Concern, I am submitting a formal complaint against Wells Fargo regarding serious account mismanagement, billing discrepancies, improper collection practices, and resulting credit report damage.

Summary of Issues My account was linked to a rent credit card issued in partnership with XXXX, which was scheduled to end on XX/XX/year>. However, Wells Fargo prematurely deactivated my card without prior notice. As a result, my XX/XX/year> rent payment failed, causing a late fee of {$28.00}. 
In XX/XX/year>, I contacted Wells Fargo to close my account and was informed via phone that my outstanding balance was approximately {$340.00}. I have recorded proof of this conversation. After this point, I did not receive any billing statements, email notifications, or written communication regarding additional balances. 
In XX/XX/year>, I was unexpectedly informed of a remaining balance due to an alleged system-related payment failure. This was the first time I was made aware of any issue. Without prior notice, Wells Fargo referred the account to a collection agency, which negatively impacted my credit report.

I then contacted Wells Fargo customer service three times. During each recorded call, I was instructed that a payment of {$460.00} would fully settle the account. 
On XX/XX/year>, I paid {$460.00} as instructed On XX/XX/year>, I was again informed that a remaining balance still exists This directly contradicts the information provided by Wells Fargo representatives.

Credit Damage As a direct result of these actions, my credit score was reduced by approximately XXXX points, causing significant financial and personal impact. 
Key Issues Premature card deactivation without notice Failure to provide billing statements or written notices Misrepresentation of payoff amount ( {$340.00} {$460.00} ) Improper referral to collections without proper notification Continued assertion of a balance after full payment Significant credit score damage ( XXXX  points ) Requested Resolution I respectfully request the following actions : Immediate correction of my credit report and restoration of my credit score impact related to this account Removal of all negative reporting from credit bureaus Confirmation that my account is fully paid and permanently closed Refund of {$110.00} overpayment Reimbursement of {$28.00} rent late fee Removal of the account from any collection agency A written explanation of the discrepancies and account handling failures Assurance that no further collection or reporting activity will occur I have retained call recordings, payment confirmation, and supporting documentation, and I am prepared to provide them upon request. 
I request a prompt investigation and resolution of this matter.",credit_reporting,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Difficulty submitting a dispute or getting information about a dispute over the phone
Im officially submitting this complaint because my credit report shows late payments that are not accurate. These entries dont reflect my real payment history and are unfairly hurting my credit. I need these incorrect remarks investigated and removed right away.,credit_reporting,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect
"Complainant : XXXX XXXX Address : XXXX XXXX XXXX TX XXXX Date : XX/XX/year> Subject : Formal Complaint of Violations of the FCRA, ECOA, and UCC Request for Investigation and Remediation To Whom It May Concern at the Consumer Financial Protection Bureau, I am submitting this formal complaint for investigation regarding multiple accounts being reported to consumer reporting agencies that appear to be in violation of the Fair Credit Reporting Act ( 15 U.S.C. 1681 et seq. ), the Equal Credit Opportunity Act ( 15 U.S.C. 1691 et seq. ), and relevant provisions of the Uniform Commercial Code ( UCC Article 9, Secured Transactions ). 

Despite my repeated efforts to verify, validate, and correct inaccurate or unverifiable information, these accounts continue to be reported in a manner inconsistent with federal consumer protection statutes. 

Accounts in XXXX XXXX XXXX Account XXXX. XXXX XXXX XXXX XXXX In Account XXXX. XXXX XXXX Account XXXX. XXXX XXXX XXXX Account XXXX. XXXX XXXX XXXX  Account XXXX. XXXX XXXX XXXX Account XXXX. XXXX XXXX XXXXXXXX XXXX XXXX Account No. XXXX Alleged Violations and Concerns FCRA Violations ( 15 U.S.C. 1681s-2, 1681i, 1681e ( b ) ) Inaccurate or unverifiable information reported to consumer credit bureaus. 
Failure to properly investigate my disputes within the legally prescribed time frame. 
Continued reporting of erroneous data after disputes were filed, in violation of 1681i ( a ) and 1681s-2 ( b ).

ECOA Violations ( 15 U.S.C. 1691 et seq. ) Adverse actions and discriminatory credit reporting practices without providing proper notice as required under Regulation B. 
Failure to provide equal and fair treatment in credit decisions regarding these accounts. 
UCC Violations ( UCC 9-210, 9-609, 9-611, 9-623 ) Lack of verified contract or authenticated security agreement establishing lawful debt obligation. 
Absence of a lawful assignment, transfer, or proof of right to collect ( a requirement under the UCC for secured transactions ).

Improper handling of collateral or reporting of alleged obligations without proof of perfected security interest.

Relief Requested I request that the CFPB : Conduct a full investigation into the reporting and collection practices of the creditors listed above. 
Compel the furnishers to produce verifiable documentation proving each alleged debt, including signed consumer agreements and itemized statements. 
Ensure correction or removal of any inaccurate, unverifiable, or unlawfully reported information from my consumer reports. 
Enforce compliance with the FCRA, ECOA, and UCC regarding fair reporting, proper verification, and lawful collection.

Declaration I affirm that the information contained in this complaint is true and correct to the best of my knowledge. I seek CFPB assistance in holding these entities accountable for statutory violations that have negatively affected my creditworthiness and financial standing. 

Sincerely XXXX XXXX XXXX",credit_reporting,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly
"Dear Consumer Financial Protection Bureau, I am submitting this formal complaint to request assistance and regulatory review regarding ongoing inaccuracies on my consumer credit reports that remain unresolved despite repeated disputes.

I am a victim of identity theft that I believe resulted from large-scale data breaches involving Equifax and TransUnion, during which sensitive consumer information was exposed. As a result of this compromised data, my personal identifying information has been misused without my authorization. 

Since discovering these issues, I have : Filed multiple disputes directly with the consumer reporting agencies Contacted the furnishers of the disputed accounts Submitted follow-up correspondence and documentation Allowed sufficient time for investigation and correction Despite these efforts, several inaccurate and unauthorized accounts, collections, and credit inquiries continue to appear on my credit reports. These items do not belong to me, were not opened or authorized by me, and are consistent with identity-theft-related fraud. 

The companies involved have either : Failed to conduct a reasonable investigation Verified inaccurate information without providing validation Failed to remove or correct disputed items within the timeframes required by law This ongoing failure has caused continued harm to my creditworthiness, financial opportunities, and personal security. 

I believe these actions constitute violations of the Fair Credit Reporting Act ( FCRA ), including but not limited to : Failure to ensure maximum possible accuracy Failure to reasonably investigate disputes Failure to correct or delete unverifiable information I respectfully request that the CFPB : Review my complaint and supporting documentation Require the consumer reporting agencies and furnishers to properly investigate Ensure removal of all inaccurate, fraudulent, or unverifiable accounts and inquiries Enforce compliance with applicable federal consumer protection laws I am submitting this complaint in good faith and am prepared to provide any additional documentation needed to support my claims. 

Thank you for your time and assistance in this matter.",credit_reporting,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else
"You have reported inaccurate and unauthorized accounts on my credit report, which is a violation of the Fair Credit Reporting Act ( 15 U.S. Code 1681i ) requiring a proper reinvestigation of disputed items, and 1681e ( b ), which mandates maximum possible accuracy. These false entries are damaging and unjust, especially since Ive never opened or authorized these accounts. If you fail to investigate and correct this, I may pursue legal action under the FCRA and FDCPA ( 15 U.S. Code 1692e ) for deceptive and misleading reporting.",credit_reporting,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly
"I, XXXX XXXX, declare under penalty of perjury that I am a victim of identity theft. 
I discovered that my personal information has been used without my knowledge or authorization to open and/or use fraudulent accounts. I did not open, authorize, or benefit from these accounts. 
The fraudulent accounts are as follows : XXXX XXXX {$550.00} XXXX  XXXX {$670.00} XXXX XXXX XXXX  {$520.00} XXXX XXXX XXXX {$14000.00} XXXX {$200.00} I have no knowledge of these accounts and did not give permission to any individual to use my identity to establish or access them. 
To the best of my knowledge : I did not apply for or open these accounts I did not sign any documents related to these accounts I did not receive any goods, services, or funds from these accounts I believe my personal information was obtained and used fraudulently without my consent. 
I am requesting that these accounts be investigated, removed from my credit file, and that appropriate steps be taken to prevent further misuse of my identity. 
I certify that the information provided is true and correct to the best of my knowledge.",credit_reporting,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else
"THESE INQUIRIES ARE ERRONEOUS AND DO NOT REPRESENT ANY AUTHORIZED OR VALID CREDIT ACTIVITY ON MY PART. I DID NOT GRANT PERMISSION FOR THESE ACCESS EVENTS, AND THEIR INCLUSION ON MY CREDIT REPORT IS UNJUSTLY AFFECTING MY CREDIT STANDING. I AM FORMALLY CHALLENGING THESE ENTRIES AND DEMAND A DETAILED REVIEW AND PROPER AUTHENTICATION. IF THEY CAN NOT BE SUBSTANTIATED WITH ADEQUATE DOCUMENTATION, THEY MUST BE REMOVED PROMPTLY.",credit_reporting,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize
"I have been a Citi cardholder for approximately XXXX years and maintained a perfect payment history prior to late XXXX. During that time, I experienced significant personal hardship, including XXXX deaths in my family and unexpected financial obligations because of that. 

Additionally, in early XXXX my bank account was compromised. Because of this, I put fraud monitoring on my account. With fraud monitoring, you're required to approve any ACH withdrawal that comes from your account. The issue stems from having to approve it by XXXX XXXX  Eastern Time, in which sometimes the time got away from me and I simply was late doing so. It was automatically rejected, causing XXXX of XXXX payment to become late. 

I proactively contacted Citibank and entered into a structured payment arrangement of {$930.00} per month and the card was cancelled. At the time the arrangement was established, I understood that this payment plan would bring the account current and maintain it in good standing. 

However, I later discovered in XX/XX/XXXX, after noticing Citi reporting my account late for four months now on my credit report, that an additional past-due balance was still required to be paid separately, and that the account had continued to be reported as late for multiple months ( XXXX through XXXX ). This requirement was not clearly communicated to me when the payment plan was established. The arrangement was set up through their customer service department, which I assume was an offshore call center, and there appears to have been a misunderstanding regarding what was required to bring the account fully current. As soon as I was informed of the additional past-due balance, I immediately paid it and brought the account into good standing. 

Despite my proactive efforts and immediate correction once the issue was clarified, Citibank has continued to report these late payments to the credit bureaus. These negative marks are the direct result of a breakdown in communication during a hardship arrangement that I entered into in good faith. 

I am requesting that Citibank review this situation and make a goodwill adjustment to remove the late payment notations associated with this period, as they do not accurately reflect my intent, long-term payment history, or my efforts to resolve the account responsibly. 

I am currently in the process of applying for a mortgage, and these late payment notations are having a significant negative impact on my credit profile and ability to qualify. Given my long-standing history, the circumstances involved, and my immediate efforts to correct the issue, these marks do not accurately reflect my creditworthiness. 

I am requesting that Citibank review this situation and make a goodwill adjustment to remove the late payment notations associated with this period. 

I have attempted to resolve this matter directly with Citibank but have not received a satisfactory response. I am requesting assistance to ensure this matter is reviewed appropriately and fairly. 

Between XXXX to present I have contacted via telephone five or six times today, being the latest.

I have also sent emails to the Citi executive team on XX/XX/XXXX and again on XX/XX/XXXX. Neither have been responded to.

I've also mailed the address on their contact form the same letter that was emailed on both those dates via USPS.

They continue not to connect me to the correct department or provide additional contact information.",credit_reporting,Credit card,General-purpose credit card or charge card,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report
I'm really not sure what happened. I have mailed off letters to the credit bureaus continuously and thus far I have not gotten a response. My name is XXXX XXXX I am filing this complaint for falsely reporting misleading information. There is no third party involved. Please review the uploaded letters.,credit_reporting,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report
"Name : XXXX XXXX Address Line : XXXX XXXX XXXX XXXX XXXX XXXX XXXX, IL XXXX Document Date : XX/XX/XXXX Please accept this formal letter as my first request to investigate and remove derogatory accounts/items from my consumer report. Going over my report, I have found it has errors. It has come to my attention that you are reporting what I believe to be inaccurate data, which I dispute, and this letter is an appeal for your assistance. As a consumer reporting agency 15 U.S.C. $ 1681a ( f ), you are governed by the Fair Credit Reporting Act ( 'FCRA '' ). 15 U.S.C. 1681, et seq., which protects consumers from inaccurate, outdated, or invalidated information reporting of their consumer file. The FCRA states that it's the consumer reporting agency 's responsibility to ensure that all information contained within consumer files is accurate and free from errors. Your company is regularly engaged in the business of assembling, evaluating, and disbursing information concerning consumers for the purpose of furnishing consumer reports, as defined in 15 U.S.C. {$1600.00} ( d ), to third parties.

According to federal law, you are required to comply with the requirements imposed under the FCRA, 15 U.S.C. 1681 et seq., including but not limited to : 1 ) follow reasonable procedures to assure maximum possible accuracy of the information in the consumer report, as required by 15 U.S.C. 1681e ( b ). This section imposes a high and often disregarded standard on consumer reporting agencies. See, e.g., XXXX v. Experian XXXX. XXXX, XXXX XXXX XXXX XXXX XXXX, at * XXXX ( E.D XXXX XXXX XXXX. XXXX, XXXX ) ( breaking down the requirements of 1681e ( b ), and explaining that "" assure ' means 'to make sure or certain : put beyond all doubt, '' ' [ maximum ' means the 'greatest in quantity or highest degree attainable [, ] ' and 'possible ' means something falling within the bounds of what may be done, occur or be conceived. '' ( quoting XXXX 's XXXX XXXX XXXX XXXX XXXX, XXXX, XXXX ( XXXX ) ) ; XXXX ) comply with the investigation requirements, as required by 15 U.S.C. 1681i ; 3 ) should not provide consumer files to companies without determining that these companies had a permissible purpose to obtain consumer files pursuant to 15 U.S.C. 1681b ; 4 ) provide consumer file pursuant to 15 U.S.C. 1681g ; 5 ) et seq.

Accordingly, I request your company to provide verifiable documentary proof ( e.g., original consumer contract or similar proof bearing my wet ink signature on it ) you have on file of accounts/items listed below. Under the FCRA, if you do not provide documented and verifiable proof, you must remove all unverified, invalid, derogatory information from my consumer report. 
For your convenience, I am sending you a list of the items you need to verify them. These listed accounts are neither my debts nor my authorized inquiries. Please correct this by the removal of these items from my consumer report. See. Exhibit A. 

Upon completion of your investigation, please send a detailed description of the procedures used to determine the accuracy of the accounts/items 1 am disputing, as well as the name and contact information of the agent conducting the said investigation in case further communication is necessary.

I know that your company will need some sort of verification to prove my identity. My information is clearly shown below : FULL NAME : XXXX XXXX SOCIAL SECURITY NUMBER : XXXX DATE OF BIRTH : XX/XX/XXXX ADDRESS : XXXX XXXX XXXX XXXX XXXX XXXX XXXX, IL XXXX PHONE NUMBER : XXXX EMAIL : XXXX XXXX",credit_reporting,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Personal information incorrect
"I am a victim of identity theft and formally request the deletion of the following fraudulent accounts and inquiries from my credit report. I did not authorize these items, nor did I receive any benefit from them. I have no information regarding the suspect or the method of the theft. Please confirm these items have been blocked or specify any additional documentation required. 
XXXXXXXX XXXX XXXX XXXX XXXX XXXX BALANCE : {$0.00}, XXXX XXXX XXXX XXXX XXXX XXXX XXXX BALANCE : {$20000.00}, XXXX XXXX XXXX XXXX XXXX BALANCE : {$610.00}, XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX BALANCE : {$0.00}, XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXX/XX/XXXX",credit_reporting,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly
"I filed a dispute for incorrect information on my credit report. I received an email from the credit bureau stating that they are assuming the disputes are coming from a 3rd party. They in fact did not come from a 3rd party. l even called them to verify it was me and they still refused to process my disputes. I wasted money on mailing my disputes out. I sent personal information to verify my identity through mail, just for them to not thoroughly investigate.",credit_reporting,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report
"I am formally requesting the immediate removal of the unauthorized transactions and inaccurate information appearing on my credit report. These errors are the direct result of a data breach that compromised my personal and financial informationan event entirely outside of my control. Despite repeated attempts to resolve these issues, I am still being forced to deal with the consequences of reporting failures that should have been addressed long ago.

The continued presence of these incorrect and unauthorized entries, even after clear evidence of a data breach, is unacceptable. Your mishandling of my information is actively damaging my credit score, jeopardizing my financial security, and limiting my ability to access essential opportunities. I will not continue to tolerate this level of negligence.

I demand that you immediately conduct a thorough investigation and permanently remove all erroneous information. Any further delay, inaction, or refusal to correct these items will be regarded as a direct violation of my consumer rights. If necessary, I will pursue all legal remedies available under the Fair Credit Reporting Act ( FCRA ), the Fair Debt Collection Practices Act ( FDCPA ), and any other applicable laws to hold your organization fully accountable.",credit_reporting,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect
THESE COLLECTION ACCOUNTS ARE NOT MINE AND WERE NOT AUTHORIZED BY ME. I DO NOT RECOGNIZE THESE ACCOUNTS AND HAVE NO RESPONSIBILITY FOR THEM.,credit_reporting,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information is missing that should be on the report
"To Whom It May Concern at XXXX : I, XXXX XXXX XXXX, am a federally protected consumer exercising my rights under the Fair Credit Reporting Act ( FCRA ), 15 U.S.C. 1681 et seq., the Fair Debt Collection Practices Act ( FDCPA ), 15 U.S.C. 1692 et seq., and the XXXX XXXX Credit Reporting Standards. I have reviewed my XXXX credit report dated XX/XX/year>, and have identified multiple accounts containing inaccurate, unverifiable, and/or non-compliant data that is causing material harm to my credit profile. 

Under 15 U.S.C. 1681i, XXXX is legally obligated to reinvestigate all disputed items and delete those that can not be verified within the statutory 30-day period. Under 15 U.S.C. 1681e ( b ), XXXX must maintain reasonable procedures to ensure maximum possible accuracy. Non-compliance subjects XXXX to civil liability under 1681n and 1681o.4. XXXX XXXX {$0.00} ( Closed ) Reported : XX/XX/year> Violations : 15 U.S.C. 1681c : Closed accounts with XXXX balance must demonstrate they are within the 7-year reporting window. The original delinquency date and FCRA Compliance Date have not been properly established. 

XXXX XXXX : Closed date, account condition, and XXXX segment reporting must be accurate and complete for closed accounts.",credit_reporting,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account information incorrect
"THESE INQUIRIES ARE ERRONEOUS AND DO NOT REPRESENT ANY AUTHORIZED OR VALID CREDIT ACTIVITY ON MY PART. I DID NOT GRANT PERMISSION FOR THESE ACCESS EVENTS, AND THEIR INCLUSION ON MY CREDIT REPORT IS UNJUSTLY AFFECTING MY CREDIT STANDING. I AM FORMALLY CHALLENGING THESE ENTRIES AND DEMAND A DETAILED REVIEW AND PROPER AUTHENTICATION. IF THEY CAN NOT BE SUBSTANTIATED WITH ADEQUATE DOCUMENTATION, THEY MUST BE REMOVED PROMPTLY.",credit_reporting,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize
